"No.","Time","Source","Destination","Protocol","Length","Info"
"492","313.288095420","194.187.168.106","10.29.230.57","TLSv1.2","1370","Application Data"
"493","313.294885911","194.187.168.106","10.29.230.57","TLSv1.2","2232","Application Data"
"494","313.295455205","10.29.230.57","194.187.168.106","TCP","66","59184  >  443 [ACK] Seq=1889 Ack=13724 Win=63232 Len=0 TSval=2022942715 TSecr=1927419907"
"495","313.303623274","194.187.168.106","10.29.230.57","TLSv1.2","1370","Application Data"
"496","313.306999202","10.29.230.57","194.187.168.106","TCP","66","59184  >  443 [ACK] Seq=1889 Ack=15028 Win=64128 Len=0 TSval=2022942726 TSecr=1927419910"
"497","313.442915207","10.29.230.57","194.187.168.100","TLSv1.2","157","Application Data"
"498","313.442942236","10.29.230.57","194.187.168.100","TLSv1.2","1321","Application Data"
"499","313.444224100","10.29.230.57","192.44.75.10","DNS","87","Standard query 0x03b3 A fr.wikipedia.org OPT"
"500","313.444237671","10.29.230.57","192.44.75.10","DNS","87","Standard query 0x41b1 AAAA fr.wikipedia.org OPT"
"501","313.445169041","192.44.75.10","10.29.230.57","DNS","534","Standard query response 0x03b3 A fr.wikipedia.org CNAME dyna.wikimedia.org A 185.15.58.224 NS a0.org.afilias-nst.info NS a2.org.afilias-nst.info NS c0.org.afilias-nst.info NS b2.org.afilias-nst.org NS d0.org.afilias-nst.org NS b0.org.afilias-nst.org A 199.19.56.1 A 199.249.112.1 A 199.19.54.1 A 199.249.120.1 A 199.19.53.1 A 199.19.57.1 AAAA 2001:500:e::1 AAAA 2001:500:40::1 AAAA 2001:500:c::1 AAAA 2001:500:48::1 AAAA 2001:500:b::1 AAAA 2001:500:f::1 OPT"
"502","313.445416845","192.44.75.10","10.29.230.57","DNS","546","Standard query response 0x41b1 AAAA fr.wikipedia.org CNAME dyna.wikimedia.org AAAA 2a02:ec80:600:ed1a::1 NS d0.org.afilias-nst.org NS c0.org.afilias-nst.info NS a2.org.afilias-nst.info NS a0.org.afilias-nst.info NS b2.org.afilias-nst.org NS b0.org.afilias-nst.org A 199.19.56.1 A 199.249.112.1 A 199.19.54.1 A 199.249.120.1 A 199.19.53.1 A 199.19.57.1 AAAA 2001:500:e::1 AAAA 2001:500:40::1 AAAA 2001:500:c::1 AAAA 2001:500:48::1 AAAA 2001:500:b::1 AAAA 2001:500:f::1 OPT"
"503","313.448442820","10.29.230.57","185.15.58.224","TCP","74","59106  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2807369340 TSecr=0 WS=128"
"504","313.456501370","194.187.168.100","10.29.230.57","TCP","66","443  >  43272 [ACK] Seq=66196 Ack=4724 Win=41216 Len=0 TSval=1927713995 TSecr=155313528"
"505","313.457886881","194.187.168.100","10.29.230.57","TLSv1.2","121","Application Data"
"506","313.457905534","10.29.230.57","194.187.168.100","TCP","66","43272  >  443 [ACK] Seq=4724 Ack=66251 Win=117760 Len=0 TSval=155313543 TSecr=1927713995"
"507","313.466712380","194.187.168.100","10.29.230.57","TCP","1414","443  >  43272 [ACK] Seq=66251 Ack=4724 Win=41216 Len=1348 TSval=1927713997 TSecr=155313528 [TCP segment of a reassembled PDU]"
"508","313.466735347","10.29.230.57","194.187.168.100","TCP","66","43272  >  443 [ACK] Seq=4724 Ack=67599 Win=120576 Len=0 TSval=155313552 TSecr=1927713997"
"509","313.466933923","194.187.168.100","10.29.230.57","TLSv1.2","654","Application Data"
"510","313.466940375","10.29.230.57","194.187.168.100","TCP","66","43272  >  443 [ACK] Seq=4724 Ack=68187 Win=123264 Len=0 TSval=155313552 TSecr=1927713997"
"511","313.474113382","185.15.58.224","10.29.230.57","TCP","74","443  >  59106 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1436 SACK_PERM=1 TSval=615551192 TSecr=2807369340 WS=512"
"512","313.474145876","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2807369366 TSecr=615551192"
"513","313.475528045","10.29.230.57","185.15.58.224","TLSv1.3","583","Client Hello"
"514","313.501762055","185.15.58.224","10.29.230.57","TLSv1.3","1514","Server Hello, Change Cipher Spec, Application Data"
"515","313.501815543","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=518 Ack=1449 Win=64128 Len=0 TSval=2807369393 TSecr=615551220"
"516","313.501945742","185.15.58.224","10.29.230.57","TLSv1.3","2500","Application Data, Application Data, Application Data"
"517","313.501954237","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=518 Ack=3883 Win=62464 Len=0 TSval=2807369393 TSecr=615551220"
"518","313.521386627","10.29.230.57","185.15.58.224","TLSv1.3","146","Change Cipher Spec, Application Data"
"519","313.525378867","10.29.230.57","185.15.58.224","TLSv1.3","236","Application Data"
"520","313.525411206","10.29.230.57","185.15.58.224","TLSv1.3","560","Application Data"
"521","313.547049497","185.15.58.224","10.29.230.57","TLSv1.3","337","Application Data"
"522","313.547073385","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=1262 Ack=4154 Win=64128 Len=0 TSval=2807369439 TSecr=615551265"
"523","313.547276914","185.15.58.224","10.29.230.57","TLSv1.3","337","Application Data"
"524","313.547280874","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=1262 Ack=4425 Win=63872 Len=0 TSval=2807369439 TSecr=615551265"
"525","313.550927962","185.15.58.224","10.29.230.57","TLSv1.3","118","Application Data"
"526","313.550953037","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=1262 Ack=4477 Win=63872 Len=0 TSval=2807369442 TSecr=615551269"
"527","313.551816778","185.15.58.224","10.29.230.57","TCP","1514","443  >  59106 [ACK] Seq=4477 Ack=1262 Win=43008 Len=1448 TSval=615551270 TSecr=2807369417 [TCP segment of a reassembled PDU]"
"528","313.551835374","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=1262 Ack=5925 Win=62464 Len=0 TSval=2807369443 TSecr=615551270"
"529","313.552068352","185.15.58.224","10.29.230.57","TCP","2962","443  >  59106 [ACK] Seq=5925 Ack=1262 Win=43008 Len=2896 TSval=615551270 TSecr=2807369417 [TCP segment of a reassembled PDU]"
"530","313.552075369","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=1262 Ack=8821 Win=59776 Len=0 TSval=2807369444 TSecr=615551270"
"531","313.552313095","185.15.58.224","10.29.230.57","TCP","2962","443  >  59106 [ACK] Seq=8821 Ack=1262 Win=43008 Len=2896 TSval=615551270 TSecr=2807369417 [TCP segment of a reassembled PDU]"
"532","313.552319271","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=1262 Ack=11717 Win=57600 Len=0 TSval=2807369444 TSecr=615551270"
"533","313.552613802","185.15.58.224","10.29.230.57","TCP","2962","443  >  59106 [ACK] Seq=11717 Ack=1262 Win=43008 Len=2896 TSval=615551270 TSecr=2807369417 [TCP segment of a reassembled PDU]"
"534","313.552619642","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=1262 Ack=14613 Win=55680 Len=0 TSval=2807369444 TSecr=615551270"
"535","313.552806356","185.15.58.224","10.29.230.57","TCP","2962","443  >  59106 [ACK] Seq=14613 Ack=1262 Win=43008 Len=2896 TSval=615551270 TSecr=2807369417 [TCP segment of a reassembled PDU]"
"536","313.552812491","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=1262 Ack=17509 Win=53760 Len=0 TSval=2807369444 TSecr=615551270"
"537","313.553063172","185.15.58.224","10.29.230.57","TCP","1514","443  >  59106 [ACK] Seq=17509 Ack=1262 Win=43008 Len=1448 TSval=615551270 TSecr=2807369417 [TCP segment of a reassembled PDU]"
"538","313.553068332","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=1262 Ack=18957 Win=52608 Len=0 TSval=2807369445 TSecr=615551270"
"539","313.553996998","10.29.230.57","185.15.58.224","TLSv1.3","97","Application Data"
"540","313.573027677","185.15.58.224","10.29.230.57","TLSv1.3","1514","Application Data [TCP segment of a reassembled PDU]"
"541","313.573062817","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=1293 Ack=20405 Win=64128 Len=0 TSval=2807369465 TSecr=615551291"
"542","313.573180046","185.15.58.224","10.29.230.57","TCP","2962","443  >  59106 [ACK] Seq=20405 Ack=1262 Win=43008 Len=2896 TSval=615551291 TSecr=2807369439 [TCP segment of a reassembled PDU]"
"543","313.573449298","185.15.58.224","10.29.230.57","TCP","1514","443  >  59106 [ACK] Seq=23301 Ack=1262 Win=43008 Len=1448 TSval=615551291 TSecr=2807369439 [TCP segment of a reassembled PDU]"
"544","313.574983040","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=1293 Ack=24749 Win=61312 Len=0 TSval=2807369466 TSecr=615551291"
"545","313.576785951","185.15.58.224","10.29.230.57","TCP","1514","443  >  59106 [ACK] Seq=24749 Ack=1262 Win=43008 Len=1448 TSval=615551295 TSecr=2807369442 [TCP segment of a reassembled PDU]"
"546","313.576967939","185.15.58.224","10.29.230.57","TCP","1514","443  >  59106 [ACK] Seq=26197 Ack=1262 Win=43008 Len=1448 TSval=615551295 TSecr=2807369442 [TCP segment of a reassembled PDU]"
"547","313.576978062","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=1293 Ack=27645 Win=63232 Len=0 TSval=2807369468 TSecr=615551295"
"548","313.577508612","185.15.58.224","10.29.230.57","TCP","1514","443  >  59106 [ACK] Seq=27645 Ack=1262 Win=43008 Len=1448 TSval=615551295 TSecr=2807369443 [TCP segment of a reassembled PDU]"
"549","313.577737068","185.15.58.224","10.29.230.57","TCP","1514","443  >  59106 [ACK] Seq=29093 Ack=1262 Win=43008 Len=1448 TSval=615551295 TSecr=2807369443 [TCP segment of a reassembled PDU]"
"550","313.577737126","185.15.58.224","10.29.230.57","TCP","1514","443  >  59106 [ACK] Seq=30541 Ack=1262 Win=43008 Len=1448 TSval=615551296 TSecr=2807369444 [TCP segment of a reassembled PDU]"
"551","313.577751754","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=1293 Ack=30541 Win=63232 Len=0 TSval=2807369469 TSecr=615551295"
"552","313.577986839","185.15.58.224","10.29.230.57","TCP","1514","443  >  59106 [ACK] Seq=31989 Ack=1262 Win=43008 Len=1448 TSval=615551296 TSecr=2807369444 [TCP segment of a reassembled PDU]"
"553","313.579509836","185.15.58.224","10.29.230.57","TCP","1514","443  >  59106 [ACK] Seq=33437 Ack=1262 Win=43008 Len=1448 TSval=615551296 TSecr=2807369444 [TCP segment of a reassembled PDU]"
"554","313.579757626","185.15.58.224","10.29.230.57","TCP","1514","443  >  59106 [ACK] Seq=34885 Ack=1262 Win=43008 Len=1448 TSval=615551296 TSecr=2807369444 [TCP segment of a reassembled PDU]"
"555","313.581410097","185.15.58.224","10.29.230.57","TLSv1.3","1514","Application Data [TCP segment of a reassembled PDU]"
"556","313.581569479","185.15.58.224","10.29.230.57","TCP","1514","443  >  59106 [ACK] Seq=37781 Ack=1262 Win=43008 Len=1448 TSval=615551296 TSecr=2807369444 [TCP segment of a reassembled PDU]"
"557","313.582955829","185.15.58.224","10.29.230.57","TCP","1514","443  >  59106 [ACK] Seq=39229 Ack=1262 Win=43008 Len=1448 TSval=615551297 TSecr=2807369445 [TCP segment of a reassembled PDU]"
"558","313.583184676","185.15.58.224","10.29.230.57","TCP","1514","443  >  59106 [ACK] Seq=40677 Ack=1262 Win=43008 Len=1448 TSval=615551297 TSecr=2807369445 [TCP segment of a reassembled PDU]"
"559","313.583425585","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=1293 Ack=42125 Win=64128 Len=0 TSval=2807369475 TSecr=615551296"
"560","313.584637976","185.15.58.224","10.29.230.57","TCP","1514","443  >  59106 [ACK] Seq=42125 Ack=1293 Win=43008 Len=1448 TSval=615551299 TSecr=2807369445 [TCP segment of a reassembled PDU]"
"561","313.584656620","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=1293 Ack=43573 Win=67072 Len=0 TSval=2807369476 TSecr=615551299"
"562","313.584893673","185.15.58.224","10.29.230.57","TLSv1.3","1404","Application Data"
"563","313.584902094","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=1293 Ack=44911 Win=69888 Len=0 TSval=2807369476 TSecr=615551299"
"564","313.897016869","10.29.230.57","142.250.75.234","UDP","1399","47181  >  443 Len=1357"
"565","313.897048792","10.29.230.57","142.250.75.234","UDP","1399","47181  >  443 Len=1357"
"566","313.962823402","10.29.230.57","185.15.58.224","TLSv1.3","501","Application Data"
"567","313.989219302","185.15.58.224","10.29.230.57","TCP","1514","443  >  59106 [ACK] Seq=44911 Ack=1728 Win=43008 Len=1448 TSval=615551707 TSecr=2807369854 [TCP segment of a reassembled PDU]"
"568","313.989244310","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=1728 Ack=46359 Win=72832 Len=0 TSval=2807369881 TSecr=615551707"
"569","313.989401891","185.15.58.224","10.29.230.57","TCP","2962","443  >  59106 [ACK] Seq=46359 Ack=1728 Win=43008 Len=2896 TSval=615551707 TSecr=2807369854 [TCP segment of a reassembled PDU]"
"570","313.989407507","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=1728 Ack=49255 Win=78592 Len=0 TSval=2807369881 TSecr=615551707"
"571","313.989659817","185.15.58.224","10.29.230.57","TCP","2962","443  >  59106 [ACK] Seq=49255 Ack=1728 Win=43008 Len=2896 TSval=615551707 TSecr=2807369854 [TCP segment of a reassembled PDU]"
"572","313.989664466","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=1728 Ack=52151 Win=84480 Len=0 TSval=2807369881 TSecr=615551707"
"573","313.989954805","185.15.58.224","10.29.230.57","TCP","2962","443  >  59106 [ACK] Seq=52151 Ack=1728 Win=43008 Len=2896 TSval=615551707 TSecr=2807369854 [TCP segment of a reassembled PDU]"
"574","313.989960615","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=1728 Ack=55047 Win=90240 Len=0 TSval=2807369881 TSecr=615551707"
"575","313.990206980","185.15.58.224","10.29.230.57","TCP","2962","443  >  59106 [ACK] Seq=55047 Ack=1728 Win=43008 Len=2896 TSval=615551707 TSecr=2807369854 [TCP segment of a reassembled PDU]"
"576","313.990211913","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=1728 Ack=57943 Win=96000 Len=0 TSval=2807369882 TSecr=615551707"
"577","313.990481677","185.15.58.224","10.29.230.57","TCP","1514","443  >  59106 [ACK] Seq=57943 Ack=1728 Win=43008 Len=1448 TSval=615551707 TSecr=2807369854 [TCP segment of a reassembled PDU]"
"578","313.990486930","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=1728 Ack=59391 Win=98944 Len=0 TSval=2807369882 TSecr=615551707"
"579","313.991298090","185.15.58.224","10.29.230.57","TLSv1.3","1514","Application Data [TCP segment of a reassembled PDU]"
"580","313.991309786","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=1728 Ack=60839 Win=101760 Len=0 TSval=2807369883 TSecr=615551707"
"581","313.991552817","185.15.58.224","10.29.230.57","TCP","1514","443  >  59106 [ACK] Seq=60839 Ack=1728 Win=43008 Len=1448 TSval=615551707 TSecr=2807369854 [TCP segment of a reassembled PDU]"
"582","313.991558328","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=1728 Ack=62287 Win=104704 Len=0 TSval=2807369883 TSecr=615551707"
"583","313.992349128","185.15.58.224","10.29.230.57","TCP","1514","443  >  59106 [ACK] Seq=62287 Ack=1728 Win=43008 Len=1448 TSval=615551708 TSecr=2807369854 [TCP segment of a reassembled PDU]"
"584","313.992361866","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=1728 Ack=63735 Win=107648 Len=0 TSval=2807369884 TSecr=615551708"
"585","313.992650985","185.15.58.224","10.29.230.57","TCP","1514","443  >  59106 [ACK] Seq=63735 Ack=1728 Win=43008 Len=1448 TSval=615551708 TSecr=2807369854 [TCP segment of a reassembled PDU]"
"586","313.992657463","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=1728 Ack=65183 Win=110464 Len=0 TSval=2807369884 TSecr=615551708"
"587","313.993453792","185.15.58.224","10.29.230.57","TCP","1514","443  >  59106 [ACK] Seq=65183 Ack=1728 Win=43008 Len=1448 TSval=615551709 TSecr=2807369854 [TCP segment of a reassembled PDU]"
"588","313.993462705","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=1728 Ack=66631 Win=113408 Len=0 TSval=2807369885 TSecr=615551709"
"589","313.993712038","185.15.58.224","10.29.230.57","TCP","1514","443  >  59106 [ACK] Seq=66631 Ack=1728 Win=43008 Len=1448 TSval=615551709 TSecr=2807369854 [TCP segment of a reassembled PDU]"
"590","313.993718524","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=1728 Ack=68079 Win=116224 Len=0 TSval=2807369885 TSecr=615551709"
"591","313.994526036","185.15.58.224","10.29.230.57","TCP","1514","443  >  59106 [ACK] Seq=68079 Ack=1728 Win=43008 Len=1448 TSval=615551710 TSecr=2807369854 [TCP segment of a reassembled PDU]"
"592","313.994538590","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=1728 Ack=69527 Win=119168 Len=0 TSval=2807369886 TSecr=615551710"
"593","313.994790307","185.15.58.224","10.29.230.57","TCP","1514","443  >  59106 [ACK] Seq=69527 Ack=1728 Win=43008 Len=1448 TSval=615551710 TSecr=2807369854 [TCP segment of a reassembled PDU]"
"594","313.994796489","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=1728 Ack=70975 Win=122112 Len=0 TSval=2807369886 TSecr=615551710"
"595","313.995599003","185.15.58.224","10.29.230.57","TLSv1.3","1579","Application Data"
"596","313.995608983","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=1728 Ack=72488 Win=125056 Len=0 TSval=2807369887 TSecr=615551711"
"597","314.000571326","10.29.230.57","192.44.75.10","DNS","91","Standard query 0x4b66 A upload.wikimedia.org OPT"
"598","314.000588283","10.29.230.57","192.44.75.10","DNS","91","Standard query 0x396b AAAA upload.wikimedia.org OPT"
"599","314.001497916","192.44.75.10","10.29.230.57","DNS","509","Standard query response 0x4b66 A upload.wikimedia.org A 185.15.58.240 NS d0.org.afilias-nst.org NS a2.org.afilias-nst.info NS b0.org.afilias-nst.org NS c0.org.afilias-nst.info NS a0.org.afilias-nst.info NS b2.org.afilias-nst.org A 199.19.56.1 A 199.249.112.1 A 199.19.54.1 A 199.249.120.1 A 199.19.53.1 A 199.19.57.1 AAAA 2001:500:e::1 AAAA 2001:500:40::1 AAAA 2001:500:c::1 AAAA 2001:500:48::1 AAAA 2001:500:b::1 AAAA 2001:500:f::1 OPT"
"600","314.001736723","192.44.75.10","10.29.230.57","DNS","521","Standard query response 0x396b AAAA upload.wikimedia.org AAAA 2a02:ec80:600:ed1a::2:b NS a0.org.afilias-nst.info NS d0.org.afilias-nst.org NS a2.org.afilias-nst.info NS c0.org.afilias-nst.info NS b0.org.afilias-nst.org NS b2.org.afilias-nst.org A 199.19.56.1 A 199.249.112.1 A 199.19.54.1 A 199.249.120.1 A 199.19.53.1 A 199.19.57.1 AAAA 2001:500:e::1 AAAA 2001:500:40::1 AAAA 2001:500:c::1 AAAA 2001:500:48::1 AAAA 2001:500:b::1 AAAA 2001:500:f::1 OPT"
"601","314.005184170","10.29.230.57","185.15.58.240","TCP","74","38668  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4084480644 TSecr=0 WS=128"
"602","314.005238789","10.29.230.57","185.15.58.240","TCP","74","38670  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4084480644 TSecr=0 WS=128"
"603","314.006423071","10.29.230.57","185.15.58.240","TCP","74","38672  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4084480645 TSecr=0 WS=128"
"604","314.007553380","10.29.230.57","185.15.58.240","TCP","74","38674  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4084480646 TSecr=0 WS=128"
"605","314.008766298","10.29.230.57","185.15.58.240","TCP","74","38676  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4084480647 TSecr=0 WS=128"
"606","314.013129133","10.29.230.57","185.15.58.240","TCP","74","38678  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4084480652 TSecr=0 WS=128"
"607","314.029992283","10.29.230.57","185.15.58.224","TLSv1.3","197","Application Data"
"608","314.030563163","185.15.58.240","10.29.230.57","TCP","74","443  >  38668 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1436 SACK_PERM=1 TSval=553888962 TSecr=4084480644 WS=512"
"609","314.030563332","185.15.58.240","10.29.230.57","TCP","74","443  >  38670 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1436 SACK_PERM=1 TSval=553888962 TSecr=4084480644 WS=512"
"610","314.030588188","10.29.230.57","185.15.58.240","TCP","66","38668  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=4084480669 TSecr=553888962"
"611","314.030597495","10.29.230.57","185.15.58.240","TCP","66","38670  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=4084480669 TSecr=553888962"
"612","314.031868535","185.15.58.240","10.29.230.57","TCP","74","443  >  38672 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1436 SACK_PERM=1 TSval=553888963 TSecr=4084480645 WS=512"
"613","314.031887059","10.29.230.57","185.15.58.240","TCP","66","38672  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=4084480670 TSecr=553888963"
"614","314.032899334","185.15.58.240","10.29.230.57","TCP","74","443  >  38674 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1436 SACK_PERM=1 TSval=553888964 TSecr=4084480646 WS=512"
"615","314.032912012","10.29.230.57","185.15.58.240","TCP","66","38674  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=4084480671 TSecr=553888964"
"616","314.034171787","185.15.58.240","10.29.230.57","TCP","74","443  >  38676 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1436 SACK_PERM=1 TSval=553888965 TSecr=4084480647 WS=512"
"617","314.034194278","10.29.230.57","185.15.58.240","TCP","66","38676  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=4084480673 TSecr=553888965"
"618","314.034784063","10.29.230.57","185.15.58.240","TLSv1.3","583","Client Hello"
"619","314.036318940","10.29.230.57","185.15.58.240","TLSv1.3","583","Client Hello"
"620","314.037712601","10.29.230.57","185.15.58.240","TLSv1.3","583","Client Hello"
"621","314.038626011","185.15.58.240","10.29.230.57","TCP","74","443  >  38678 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1436 SACK_PERM=1 TSval=553888969 TSecr=4084480652 WS=512"
"622","314.038649986","10.29.230.57","185.15.58.240","TCP","66","38678  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=4084480677 TSecr=553888969"
"623","314.042123851","10.29.230.57","185.15.58.240","TLSv1.3","583","Client Hello"
"624","314.047704452","10.29.230.57","185.15.58.240","TLSv1.3","583","Client Hello"
"625","314.049083555","10.29.230.57","185.15.58.240","TLSv1.3","583","Client Hello"
"626","314.051187660","10.29.230.57","185.15.58.224","TLSv1.3","184","Application Data"
"627","314.051302948","10.29.230.57","185.15.58.224","TLSv1.3","212","Application Data, Application Data"
"628","314.054499007","10.29.230.57","185.15.58.224","TLSv1.3","175","Application Data"
"629","314.054585963","10.29.230.57","185.15.58.224","TLSv1.3","209","Application Data, Application Data"
"630","314.054639755","10.29.230.57","185.15.58.224","TLSv1.3","101","Application Data"
"631","314.056277656","185.15.58.224","10.29.230.57","TCP","1514","443  >  59106 [ACK] Seq=72488 Ack=1859 Win=43008 Len=1448 TSval=615551774 TSecr=2807369921 [TCP segment of a reassembled PDU]"
"632","314.056508030","185.15.58.224","10.29.230.57","TCP","2962","443  >  59106 [ACK] Seq=73936 Ack=1859 Win=43008 Len=2896 TSval=615551774 TSecr=2807369921 [TCP segment of a reassembled PDU]"
"633","314.056517409","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=2410 Ack=76832 Win=133760 Len=0 TSval=2807369948 TSecr=615551774"
"634","314.056781822","185.15.58.224","10.29.230.57","TCP","2962","443  >  59106 [ACK] Seq=76832 Ack=1859 Win=43008 Len=2896 TSval=615551774 TSecr=2807369921 [TCP segment of a reassembled PDU]"
"635","314.056785899","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=2410 Ack=79728 Win=139520 Len=0 TSval=2807369948 TSecr=615551774"
"636","314.057069640","185.15.58.224","10.29.230.57","TCP","4410","443  >  59106 [ACK] Seq=79728 Ack=1859 Win=43008 Len=4344 TSval=615551774 TSecr=2807369921 [TCP segment of a reassembled PDU]"
"637","314.057074101","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=2410 Ack=84072 Win=148224 Len=0 TSval=2807369949 TSecr=615551774"
"638","314.057347023","185.15.58.224","10.29.230.57","TCP","2962","443  >  59106 [ACK] Seq=84072 Ack=1859 Win=43008 Len=2896 TSval=615551774 TSecr=2807369921 [TCP segment of a reassembled PDU]"
"639","314.057353177","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=2410 Ack=86968 Win=154112 Len=0 TSval=2807369949 TSecr=615551774"
"640","314.057637494","185.15.58.224","10.29.230.57","TLSv1.3","2962","Application Data [TCP segment of a reassembled PDU]"
"641","314.057641776","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=2410 Ack=89864 Win=159872 Len=0 TSval=2807369949 TSecr=615551774"
"642","314.058431289","185.15.58.224","10.29.230.57","TCP","1514","443  >  59106 [ACK] Seq=89864 Ack=1859 Win=43008 Len=1448 TSval=615551774 TSecr=2807369921 [TCP segment of a reassembled PDU]"
"643","314.058707563","185.15.58.224","10.29.230.57","TCP","1514","443  >  59106 [ACK] Seq=91312 Ack=1859 Win=43008 Len=1448 TSval=615551774 TSecr=2807369921 [TCP segment of a reassembled PDU]"
"644","314.058715616","10.29.230.57","185.15.58.224","TCP","66","59106  >  443 [ACK] Seq=2410 Ack=92760 Win=165632 Len=0 TSval=2807369950 TSecr=615551774"
"645","314.059394342","185.15.58.224","10.29.230.57","TLSv1.3","757","Application Data"
"646","314.061414753","185.15.58.240","10.29.230.57","TLSv1.3","1514","Server Hello, Change Cipher Spec, Application Data"
"647","314.061415145","185.15.58.240","10.29.230.57","TLSv1.3","2500","Application Data, Application Data, Application Data"
"648","314.061460936","10.29.230.57","185.15.58.240","TCP","66","38670  >  443 [ACK] Seq=518 Ack=1449 Win=64128 Len=0 TSval=4084480700 TSecr=553888991"
"649","314.061487793","10.29.230.57","185.15.58.240","TCP","66","38670  >  443 [ACK] Seq=518 Ack=3883 Win=62464 Len=0 TSval=4084480700 TSecr=553888991"
"650","314.062377360","185.15.58.240","10.29.230.57","TLSv1.3","1514","Server Hello, Change Cipher Spec, Application Data"
